2022-12-05 18:40:43 -0600,0,1
2022-12-05 18:40:53 -0600,1,2
2022-12-05 18:41:03 -0600,2,3
2022-12-05 18:41:13 -0600,3,4
2022-12-05 18:41:23 -0600,4,5
2022-12-05 18:41:33 -0600,5,6
2022-12-05 18:41:43 -0600,6,7
2022-12-05 18:41:53 -0600,7,8
2022-12-05 18:42:03 -0600,8,9
2022-12-05 18:42:13 -0600,9,10
2022-12-05 18:42:23 -0600,10,11
2022-12-05 18:42:33 -0600,11,12
2022-12-05 18:42:43 -0600,12,13
2022-12-05 18:42:53 -0600,13,14
2022-12-05 18:43:03 -0600,14,15
2022-12-05 18:43:13 -0600,15,16
2022-12-05 18:43:23 -0600,16,17
2022-12-05 18:43:33 -0600,17,18
2022-12-05 18:43:43 -0600,18,19
2022-12-05 18:43:53 -0600,19,20
2022-12-05 18:44:03 -0600,20,21
2022-12-05 18:44:13 -0600,21,22
2022-12-05 18:44:23 -0600,22,23
2022-12-05 18:44:33 -0600,23,24
2022-12-05 18:44:43 -0600,24,25
2022-12-05 18:44:53 -0600,25,26
2022-12-05 18:45:03 -0600,26,27
2022-12-05 18:45:13 -0600,27,28
2022-12-05 18:45:23 -0600,28,29
2022-12-05 18:45:33 -0600,29,30
2022-12-05 18:45:43 -0600,30,31
2022-12-05 18:45:53 -0600,31,32
2022-12-05 18:46:03 -0600,32,33
2022-12-05 18:46:13 -0600,33,34
2022-12-05 18:46:23 -0600,34,35
2022-12-05 18:46:33 -0600,35,36
2022-12-05 18:46:43 -0600,36,37
2022-12-05 18:46:53 -0600,37,38
2022-12-05 18:47:03 -0600,38,39
2022-12-05 18:47:13 -0600,39,40
2022-12-05 18:47:23 -0600,40,41
2022-12-05 18:47:33 -0600,41,42
2022-12-05 18:47:43 -0600,42,43
2022-12-05 18:47:53 -0600,43,44
2022-12-05 18:48:03 -0600,44,45
2022-12-05 18:48:13 -0600,45,46
2022-12-05 18:48:23 -0600,46,47
2022-12-05 18:48:33 -0600,47,48
2022-12-05 18:48:43 -0600,48,49
2022-12-05 18:48:53 -0600,49,50
2022-12-05 18:49:03 -0600,50,51
2022-12-05 18:49:13 -0600,51,52
2022-12-05 18:49:23 -0600,52,53
2022-12-05 18:49:33 -0600,53,54
2022-12-05 18:49:43 -0600,54,55
2022-12-05 18:49:53 -0600,55,56
2022-12-05 18:50:03 -0600,56,57
2022-12-05 18:50:13 -0600,57,58
2022-12-05 18:50:23 -0600,58,59
2022-12-05 18:50:33 -0600,59,60
2022-12-05 18:50:43 -0600,60,61
2022-12-05 18:50:53 -0600,61,62
2022-12-05 18:51:03 -0600,62,63
2022-12-05 18:51:13 -0600,63,64
2022-12-05 18:51:23 -0600,64,65
2022-12-05 18:51:33 -0600,65,66
2022-12-05 18:51:43 -0600,66,67
2022-12-05 18:51:53 -0600,67,68
2022-12-05 18:52:03 -0600,68,69
2022-12-05 18:52:13 -0600,69,70
2022-12-05 18:52:23 -0600,70,71
2022-12-05 18:52:33 -0600,71,72
2022-12-05 18:52:43 -0600,72,73
2022-12-05 18:52:53 -0600,73,74
2022-12-05 18:53:03 -0600,74,75
2022-12-05 18:53:13 -0600,75,76
2022-12-05 18:53:23 -0600,76,77
2022-12-05 18:53:33 -0600,77,78
2022-12-05 18:53:43 -0600,78,79
2022-12-05 18:53:53 -0600,79,80
2022-12-05 18:54:03 -0600,80,81
2022-12-05 18:54:13 -0600,81,82
2022-12-05 18:54:23 -0600,82,83
2022-12-05 18:54:33 -0600,83,84
2022-12-05 18:54:43 -0600,84,85
2022-12-05 18:54:53 -0600,85,86
2022-12-05 18:55:03 -0600,86,87
2022-12-05 18:55:13 -0600,87,88
2022-12-05 18:55:23 -0600,88,89
2022-12-05 18:55:33 -0600,89,90
2022-12-05 18:55:43 -0600,90,91
2022-12-05 18:55:53 -0600,91,92
2022-12-05 18:56:03 -0600,92,93
2022-12-05 18:56:13 -0600,93,94
2022-12-05 18:56:23 -0600,94,95
2022-12-05 18:56:33 -0600,95,96
2022-12-05 18:56:43 -0600,96,97
2022-12-05 18:56:53 -0600,97,98
2022-12-05 18:57:03 -0600,98,99
2022-12-05 18:57:13 -0600,99,100
2022-12-05 18:57:23 -0600,100,101
2022-12-05 18:57:33 -0600,101,102
2022-12-05 18:57:43 -0600,102,103
2022-12-05 18:57:53 -0600,103,104
2022-12-05 18:58:03 -0600,104,105
2022-12-05 18:58:13 -0600,105,106
2022-12-05 18:58:23 -0600,106,107
2022-12-05 18:58:33 -0600,107,108
2022-12-05 18:58:43 -0600,108,109
2022-12-05 18:58:53 -0600,109,110
2022-12-05 18:59:03 -0600,110,111
2022-12-05 18:59:13 -0600,111,112
2022-12-05 18:59:23 -0600,112,113
2022-12-05 18:59:33 -0600,113,114
2022-12-05 18:59:43 -0600,114,115
2022-12-05 18:59:53 -0600,115,116
2022-12-05 19:00:03 -0600,116,117
2022-12-05 19:00:13 -0600,117,118
2022-12-05 19:00:23 -0600,118,119
2022-12-05 19:00:33 -0600,119,120
2022-12-05 19:00:43 -0600,120,121
2022-12-05 19:00:53 -0600,121,122
2022-12-05 19:01:03 -0600,122,123
2022-12-05 19:01:13 -0600,123,124
2022-12-05 19:01:23 -0600,124,125
2022-12-05 19:01:33 -0600,125,126
2022-12-05 19:01:43 -0600,126,127
2022-12-05 19:01:53 -0600,127,128
2022-12-05 19:02:03 -0600,128,129
2022-12-05 19:02:13 -0600,129,130
2022-12-05 19:02:23 -0600,130,131
2022-12-05 19:02:33 -0600,131,132
2022-12-05 19:02:43 -0600,132,133
2022-12-05 19:02:53 -0600,133,134
2022-12-05 19:03:03 -0600,134,135
2022-12-05 19:03:13 -0600,135,136
2022-12-05 19:03:23 -0600,136,137
2022-12-05 19:03:33 -0600,137,138
2022-12-05 19:03:43 -0600,138,139
2022-12-05 19:03:53 -0600,139,140
2022-12-05 19:04:03 -0600,140,141
2022-12-05 19:04:13 -0600,141,142
2022-12-05 19:04:23 -0600,142,143
2022-12-05 19:04:33 -0600,143,144
2022-12-05 19:04:43 -0600,144,145
2022-12-05 19:04:53 -0600,145,146
2022-12-05 19:05:03 -0600,146,147
2022-12-05 19:05:13 -0600,147,148
2022-12-05 19:05:23 -0600,148,149
2022-12-05 19:05:33 -0600,149,150
2022-12-05 19:05:43 -0600,150,151
2022-12-05 19:05:53 -0600,151,152
2022-12-05 19:06:03 -0600,152,153
2022-12-05 19:06:13 -0600,153,154
2022-12-05 19:06:23 -0600,154,155
2022-12-05 19:06:33 -0600,155,156
2022-12-05 19:06:43 -0600,156,157
2022-12-05 19:06:53 -0600,157,158
2022-12-05 19:07:03 -0600,158,159
2022-12-05 19:07:13 -0600,159,160
2022-12-05 19:07:23 -0600,160,161
2022-12-05 19:07:33 -0600,161,162
2022-12-05 19:07:43 -0600,162,163
2022-12-05 19:07:53 -0600,163,164
2022-12-05 19:08:03 -0600,164,165
2022-12-05 19:08:13 -0600,165,166
2022-12-05 19:08:23 -0600,166,167
2022-12-05 19:08:33 -0600,167,168
2022-12-05 19:08:43 -0600,168,169
2022-12-05 19:08:53 -0600,169,170
2022-12-05 19:09:03 -0600,170,171
2022-12-05 19:09:13 -0600,171,172
2022-12-05 19:09:23 -0600,172,173
2022-12-05 19:09:33 -0600,173,174
2022-12-05 19:09:43 -0600,174,175
2022-12-05 19:09:53 -0600,175,176
2022-12-05 19:10:03 -0600,176,177
2022-12-05 19:10:13 -0600,177,178
2022-12-05 19:10:23 -0600,178,179
2022-12-05 19:10:33 -0600,179,180
2022-12-05 19:10:43 -0600,180,181
2022-12-05 19:10:53 -0600,181,182
2022-12-05 19:11:03 -0600,182,183
2022-12-05 19:11:13 -0600,183,184
2022-12-05 19:11:23 -0600,184,185
2022-12-05 19:11:33 -0600,185,186
2022-12-05 19:11:43 -0600,186,187
2022-12-05 19:11:53 -0600,187,188
2022-12-05 19:12:03 -0600,188,189
2022-12-05 19:12:13 -0600,189,190
2022-12-05 19:12:23 -0600,190,191
2022-12-05 19:12:33 -0600,191,192
2022-12-05 19:12:43 -0600,192,193
2022-12-05 19:12:53 -0600,193,194
2022-12-05 19:13:03 -0600,194,195
2022-12-05 19:13:13 -0600,195,196
2022-12-05 19:13:23 -0600,196,197
2022-12-05 19:13:33 -0600,197,198
2022-12-05 19:13:43 -0600,198,199
2022-12-05 19:13:53 -0600,199,200
2022-12-05 19:14:03 -0600,200,201
2022-12-05 19:14:13 -0600,201,202
2022-12-05 19:14:23 -0600,202,203
2022-12-05 19:14:33 -0600,203,204
2022-12-05 19:14:43 -0600,204,205
2022-12-05 19:14:53 -0600,205,206
2022-12-05 19:15:03 -0600,206,207
2022-12-05 19:15:13 -0600,207,208
2022-12-05 19:15:23 -0600,208,209
2022-12-05 19:15:33 -0600,209,210
2022-12-05 19:15:43 -0600,210,211
2022-12-05 19:15:53 -0600,211,212
2022-12-05 19:16:03 -0600,212,213
2022-12-05 19:16:13 -0600,213,214
2022-12-05 19:16:23 -0600,214,215
2022-12-05 19:16:33 -0600,215,216
2022-12-05 19:16:43 -0600,216,217
2022-12-05 19:16:53 -0600,217,218
2022-12-05 19:17:03 -0600,218,219
2022-12-05 19:17:13 -0600,219,220
2022-12-05 19:17:23 -0600,220,221
2022-12-05 19:17:33 -0600,221,222
2022-12-05 19:17:43 -0600,222,223
2022-12-05 19:17:53 -0600,223,224
2022-12-05 19:18:03 -0600,224,225
2022-12-05 19:18:13 -0600,225,226
2022-12-05 19:18:23 -0600,226,227
2022-12-05 19:18:33 -0600,227,228
2022-12-05 19:18:43 -0600,228,229
2022-12-05 19:18:53 -0600,229,230
2022-12-05 19:19:03 -0600,230,231
2022-12-05 19:19:13 -0600,231,232
2022-12-05 19:19:23 -0600,232,233
2022-12-05 19:19:33 -0600,233,234
2022-12-05 19:19:43 -0600,234,235
2022-12-05 19:19:53 -0600,235,236
2022-12-05 19:20:03 -0600,236,237
2022-12-05 19:20:13 -0600,237,238
2022-12-05 19:20:23 -0600,238,239
2022-12-05 19:20:33 -0600,239,240
2022-12-05 19:20:43 -0600,240,241
2022-12-05 19:20:53 -0600,241,242
2022-12-05 19:21:03 -0600,242,243
2022-12-05 19:21:13 -0600,243,244
2022-12-05 19:21:23 -0600,244,245
2022-12-05 19:21:33 -0600,245,246
2022-12-05 19:21:43 -0600,246,247
2022-12-05 19:21:53 -0600,247,248
2022-12-05 19:22:03 -0600,248,249
2022-12-05 19:22:13 -0600,249,250
2022-12-05 19:22:23 -0600,250,251
2022-12-05 19:22:33 -0600,251,252
2022-12-05 19:22:43 -0600,252,253
2022-12-05 19:22:53 -0600,253,254
2022-12-05 19:23:03 -0600,254,255
2022-12-05 19:23:13 -0600,255,256
2022-12-05 19:23:23 -0600,256,257
2022-12-05 19:23:33 -0600,257,258
2022-12-05 19:23:43 -0600,258,259
2022-12-05 19:23:53 -0600,259,260
2022-12-05 19:24:03 -0600,260,261
2022-12-05 19:24:13 -0600,261,262
2022-12-05 19:24:23 -0600,262,263
2022-12-05 19:24:33 -0600,263,264
2022-12-05 19:24:43 -0600,264,265
2022-12-05 19:24:53 -0600,265,266
2022-12-05 19:25:03 -0600,266,267
2022-12-05 19:25:13 -0600,267,268
2022-12-05 19:25:23 -0600,268,269
2022-12-05 19:25:33 -0600,269,270
2022-12-05 19:25:43 -0600,270,271
2022-12-05 19:25:53 -0600,271,272
2022-12-05 19:26:03 -0600,272,273
2022-12-05 19:26:13 -0600,273,274
2022-12-05 19:26:23 -0600,274,275
2022-12-05 19:26:33 -0600,275,276
2022-12-05 19:26:43 -0600,276,277
2022-12-05 19:26:53 -0600,277,278
2022-12-05 19:27:03 -0600,278,279
2022-12-05 19:27:13 -0600,279,280
2022-12-05 19:27:23 -0600,280,281
2022-12-05 19:27:33 -0600,281,282
2022-12-05 19:27:43 -0600,282,283
2022-12-05 19:27:53 -0600,283,284
2022-12-05 19:28:03 -0600,284,285
2022-12-05 19:28:13 -0600,285,286
2022-12-05 19:28:23 -0600,286,287
2022-12-05 19:28:33 -0600,287,288
2022-12-05 19:28:43 -0600,288,289
2022-12-05 19:28:53 -0600,289,290
2022-12-05 19:29:03 -0600,290,291
2022-12-05 19:29:13 -0600,291,292
2022-12-05 19:29:23 -0600,292,293
2022-12-05 19:29:33 -0600,293,294
2022-12-05 19:29:43 -0600,294,295
2022-12-05 19:29:53 -0600,295,296
2022-12-05 19:30:03 -0600,296,297
2022-12-05 19:30:13 -0600,297,298
2022-12-05 19:30:23 -0600,298,299
2022-12-05 19:30:33 -0600,299,300
2022-12-05 19:30:43 -0600,300,301
2022-12-05 19:30:53 -0600,301,302
2022-12-05 19:31:03 -0600,302,303
2022-12-05 19:31:13 -0600,303,304
2022-12-05 19:31:23 -0600,304,305
2022-12-05 19:31:33 -0600,305,306
2022-12-05 19:31:43 -0600,306,307
2022-12-05 19:31:53 -0600,307,308
2022-12-05 19:32:03 -0600,308,309
2022-12-05 19:32:13 -0600,309,310
2022-12-05 19:32:23 -0600,310,311
2022-12-05 19:32:33 -0600,311,312
2022-12-05 19:32:43 -0600,312,313
2022-12-05 19:32:53 -0600,313,314
2022-12-05 19:33:03 -0600,314,315
2022-12-05 19:33:13 -0600,315,316
2022-12-05 19:33:23 -0600,316,317
2022-12-05 19:33:33 -0600,317,318
2022-12-05 19:33:43 -0600,318,319
2022-12-05 19:33:53 -0600,319,320
2022-12-05 19:34:03 -0600,320,321
2022-12-05 19:34:13 -0600,321,322
